"","id","lang","conversation_id","source","author_id","created_at","reply_settings","text","possibly_sensitive","referenced_tweets","in_reply_to_user_id","public_metrics.retweet_count","public_metrics.reply_count","public_metrics.like_count","public_metrics.quote_count","entities.urls","entities.annotations","entities.mentions","entities.hashtags","attachments.media_keys","attachments.poll_ids","engagement","engagement_categ","tweet_length","clean_tweet_length","time_of_day","is_weekend","upper_count","exclamation_count","hashtag_ct","mentions_ct","photos_count","videos_count","gifs_count","other_media_count","emojis_count","month","vader_sentiment","final_topic"
"11","1225106598068215810","en","1225106598068215810","Twitter Web App","8771022","2020-02-05T17:19:09.000Z","everyone","Dropping now! Our highly limited, highly collectible SNOOP X BYND X DNKN collaboration is live, spreading <U+270C><U+2764> and <U+0001F369>. Grab it before it’s gone for good at https://t.co/59IIJ2vnmW @SnoopDogg @BeyondMeat https://t.co/Plq1rJ9MgM","FALSE","NULL",NA,"56","37","249","45","list(start = c(153, 200, 200, 200, 200), end = c(176, 223, 223, 223, 223), url = c(""https://t.co/59IIJ2vnmW"", ""https://t.co/Plq1rJ9MgM"", ""https://t.co/Plq1rJ9MgM"", ""https://t.co/Plq1rJ9MgM"", ""https://t.co/Plq1rJ9MgM""), expanded_url = c(""http://ShopDunkin.com"", ""https://twitter.com/dunkindonuts/status/1225106598068215810/photo/1"", ""https://twitter.com/dunkindonuts/status/1225106598068215810/photo/1"", ""https://twitter.com/dunkindonuts/status/1225106598068215810/photo/1"", ""https://twitter.com/dunkindonuts/status/1225106598068215810/photo/1""
), display_url = c(""ShopDunkin.com"", ""pic.twitter.com/Plq1rJ9MgM"", ""pic.twitter.com/Plq1rJ9MgM"", ""pic.twitter.com/Plq1rJ9MgM"", ""pic.twitter.com/Plq1rJ9MgM""))","list(start = 53, end = 71, probability = 0.5713, type = ""Product"", normalized_text = ""SNOOP X BYND X DNKN"")","list(start = c(177, 188), end = c(187, 199), username = c(""SnoopDogg"", ""BeyondMeat""), id = c(""3004231"", ""569714177""))","NULL","c(""3_1225106533085851649"", ""3_1225106533228281856"", ""3_1225106533228244992"", ""3_1225106533089980416"")","NULL","34.8","3","223","176","Afternoon","0","30","1","0","2","4","0","0","0","2","2"," 1","7"
"12","1226145272130088961","en","1226145272130088961","Twitter Web App","8771022","2020-02-08T14:06:28.000Z","everyone","GLAZY ABOUT YOU! Say how you really feel with DUNKINTINES! <U+0001F9E1>
<U+0001F369>
Available in stores starting today, Feb 8, with the purchase of a dozen donuts. While supplies last. Get them before they’re gone! <U+2728> https://t.co/pcgzVMlfnH","FALSE","NULL",NA,"41","18","261","11","list(start = c(196, 196), end = c(219, 219), url = c(""https://t.co/pcgzVMlfnH"", ""https://t.co/pcgzVMlfnH""), expanded_url = c(""https://twitter.com/dunkindonuts/status/1226145272130088961/photo/1"", ""https://twitter.com/dunkindonuts/status/1226145272130088961/photo/1""), display_url = c(""pic.twitter.com/pcgzVMlfnH"", ""pic.twitter.com/pcgzVMlfnH""))","NULL","NULL","NULL","c(""3_1226145050758963200"", ""3_1226145078718140416"")","NULL","16.7","3","219","195","Afternoon","1","32","3","0","0","2","0","0","0","3","2"," 0","7"
"13","1226853270196453376","en","1226853270196453376","Sprinklr","8771022","2020-02-10T12:59:48.000Z","everyone","Introducing Dunkin’ Chocolate Mint Iced Coffee: a decadent mix of Rich Chocolate and Cool Mint Flavors. <U+0001F36B>Exclusively @DollarGeneral for a limited time - Get yours before they’re gone! #DollarGeneral https://t.co/fkfPD3KSx3","FALSE","NULL",NA,"36","21","248","12","list(start = 199, end = 222, url = ""https://t.co/fkfPD3KSx3"", expanded_url = ""https://twitter.com/dunkindonuts/status/1226853270196453376/photo/1"", display_url = ""pic.twitter.com/fkfPD3KSx3"")","list(start = 12, end = 45, probability = 0.5373, type = ""Product"", normalized_text = ""Dunkin’ Chocolate Mint Iced Coffee"")","list(start = 117, end = 131, username = ""DollarGeneral"", id = ""84087294"")","list(start = 184, end = 198, tag = ""DollarGeneral"")","3_1226853268510388224","NULL","15.6","3","222","183","Afternoon","0","21","1","1","1","1","0","0","0","1","2"," 1","1"
"14","1227993520092348421","en","1227993520092348421","Twitter Web App","8771022","2020-02-13T16:30:44.000Z","everyone","Finding love may not be easy for @viallnicholas28, but teaching us how to make a donut bouquet is<U+0001F369><U+0001F339>Along with @grubhub we’re offering guests a Perk for a free ½ dozen box of donuts &amp; free delivery on orders $10+ when you order through Grubhub from 2/12 - 2/15. https://t.co/vZ5HNCsAmM","FALSE","NULL",NA,"27","7","161","4","list(start = 265, end = 288, url = ""https://t.co/vZ5HNCsAmM"", expanded_url = ""https://twitter.com/dunkindonuts/status/1227993520092348421/video/1"", display_url = ""pic.twitter.com/vZ5HNCsAmM"")","list(start = 237, end = 243, probability = 0.3836, type = ""Organization"", normalized_text = ""Grubhub"")","list(start = c(33, 110), end = c(49, 118), username = c(""viallnicholas28"", ""Grubhub""), id = c(""214144649"", ""15897147""))","NULL","7_1227993422969155584","NULL","9.7","2","288","264","Afternoon","0","10","0","0","2","0","0","0","1","2","2"," 1","6"
"15","1228058684674203650","en","1228058684674203650","Sprinklr","8771022","2020-02-13T20:49:41.000Z","everyone","Proof that love at first sight exists <U+0001F60D> https://t.co/xHKjpSc3Jp","FALSE","NULL",NA,"63","15","432","11","list(start = 40, end = 63, url = ""https://t.co/xHKjpSc3Jp"", expanded_url = ""https://twitter.com/dunkindonuts/status/1228058684674203650/photo/1"", display_url = ""pic.twitter.com/xHKjpSc3Jp"")","NULL","NULL","NULL","3_1228058683034214400","NULL","23.3","3","63","39","Evening","0","5","0","0","0","1","0","0","0","1","2"," 1","7"
"16","1228287776006844422","en","1228287776006844422","Sprinklr","8771022","2020-02-14T12:00:00.000Z","everyone","<U+0001F4E3> PSA: These will make your Valentine go Glazy.
<U+0001F495>Tag your Valentine <U+0001F495> https://t.co/PE00UXXdKS","FALSE","NULL",NA,"37","17","260","13","list(start = 70, end = 93, url = ""https://t.co/PE00UXXdKS"", expanded_url = ""https://twitter.com/dunkindonuts/status/1228287776006844422/photo/1"", display_url = ""pic.twitter.com/PE00UXXdKS"")","NULL","NULL","NULL","3_1228287774534578176","NULL","16.3","3","93","69","Afternoon","0","15","0","0","0","1","0","0","0","3","2"," 0","2"
"17","1228302896770551809","en","1228302896770551809","Sprinklr","8771022","2020-02-14T13:00:06.000Z","everyone","Tell ‘em they mean dough much to you with a dozen Valentine’s Day donuts <U+0001F369> https://t.co/B3QoQpKvjZ","FALSE","NULL",NA,"22","2","144","4","list(start = 75, end = 98, url = ""https://t.co/B3QoQpKvjZ"", expanded_url = ""https://twitter.com/dunkindonuts/status/1228302896770551809/video/1"", display_url = ""pic.twitter.com/B3QoQpKvjZ"")","NULL","NULL","NULL","7_1228302865531363330","NULL","8.2","2","98","74","Afternoon","0","8","0","0","0","0","0","0","1","1","2"," 0","7"
"18","1228314109705367552","en","1228314109705367552","Sprinklr","8771022","2020-02-14T13:44:39.000Z","everyone",".@Amtrak our relationship is going places <U+0001F682>. Happy Valentine's Day #SayItWithDunkin https://t.co/ow2V7JmkNb","FALSE","NULL",NA,"5","2","67","1","list(start = 84, end = 107, url = ""https://t.co/ow2V7JmkNb"", expanded_url = ""https://twitter.com/dunkindonuts/status/1228314109705367552/photo/1"", display_url = ""pic.twitter.com/ow2V7JmkNb"")","NULL","list(start = 1, end = 8, username = ""Amtrak"", id = ""119166791"")","list(start = 67, end = 83, tag = ""SayItWithDunkin"")","3_1228314107889291265","NULL","1.9","1","107","66","Afternoon","0","11","0","1","1","1","0","0","0","1","2"," 1","2"
"19","1228321726699835400","en","1228321726699835400","Sprinklr","8771022","2020-02-14T14:14:55.000Z","everyone","You put the hot in hot sauce @FranksRedHot <U+0001F525> Want to be our Valentine? #SayItWithDunkin https://t.co/eIeQmdCZri","FALSE","NULL",NA,"14","5","78","1","list(start = 88, end = 111, url = ""https://t.co/eIeQmdCZri"", expanded_url = ""https://twitter.com/dunkindonuts/status/1228321726699835400/photo/1"", display_url = ""pic.twitter.com/eIeQmdCZri"")","NULL","list(start = 29, end = 42, username = ""FranksRedHot"", id = ""59826297"")","list(start = 71, end = 87, tag = ""SayItWithDunkin"")","3_1228321725068255232","NULL","4.6","1","111","70","Afternoon","0","14","1","1","1","1","0","0","0","1","2"," 1","2"
"20","1228330502643470336","en","1228330502643470336","Sprinklr","8771022","2020-02-14T14:49:47.000Z","everyone",".@JetBlue When we’re with you, our feet never touch the ground. Be our Valentine! #SayItWithDunkin https://t.co/P2OPvgGPOG","FALSE","NULL",NA,"6","2","53","0","list(start = 99, end = 122, url = ""https://t.co/P2OPvgGPOG"", expanded_url = ""https://twitter.com/dunkindonuts/status/1228330502643470336/photo/1"", display_url = ""pic.twitter.com/P2OPvgGPOG"")","NULL","list(start = 1, end = 9, username = ""JetBlue"", id = ""6449282"")","list(start = 82, end = 98, tag = ""SayItWithDunkin"")","3_1228330501376823296","NULL","1.8","1","122","81","Afternoon","0","16","1","1","1","1","0","0","0","0","2"," 0","7"
"21","1228348184331681793","en","1228348184331681793","Sprinklr","8771022","2020-02-14T16:00:03.000Z","everyone","You really scooped us off our feet @BaskinRobbins. Be our Valentine <U+0001F495> #SayItWithDunkin https://t.co/r0OjXGQ1vX","FALSE","NULL",NA,"13","2","86","1","list(start = 87, end = 110, url = ""https://t.co/r0OjXGQ1vX"", expanded_url = ""https://twitter.com/dunkindonuts/status/1228348184331681793/photo/1"", display_url = ""pic.twitter.com/r0OjXGQ1vX"")","NULL","list(start = 35, end = 49, username = ""BaskinRobbins"", id = ""14601237"")","list(start = 70, end = 86, tag = ""SayItWithDunkin"")","3_1228348182695989248","NULL","4.3","1","110","69","Afternoon","0","14","0","1","1","1","0","0","0","1","2"," 0","2"
"22","1228351847498440706","en","1228351847498440706","Sprinklr","8771022","2020-02-14T16:14:36.000Z","everyone",".@DiGiorno we think we’d look adoughable together. Want to be our Valentine? <U+0001F355><U+2764>#SayItWithDunkin https://t.co/pJuKEocjct","FALSE","NULL",NA,"10","3","87","1","list(start = 96, end = 119, url = ""https://t.co/pJuKEocjct"", expanded_url = ""https://twitter.com/dunkindonuts/status/1228351847498440706/photo/1"", display_url = ""pic.twitter.com/pJuKEocjct"")","NULL","list(start = 1, end = 10, username = ""DiGiorno"", id = ""22151553"")","list(start = 79, end = 95, tag = ""SayItWithDunkin"")","3_1228351845476839424","NULL","3.4","1","119","79","Afternoon","0","11","1","1","1","1","0","0","0","1","2"," 1","7"
"23","1228355723832197122","en","1228355723832197122","Sprinklr","8771022","2020-02-14T16:30:00.000Z","everyone","Hey @viallnicholas28 what do you think about making us your fantasy sweet? Want to be our Valentine? #SayItWithDunkin https://t.co/yaCqLm00Kw","FALSE","NULL",NA,"3","1","31","1","list(start = 118, end = 141, url = ""https://t.co/yaCqLm00Kw"", expanded_url = ""https://twitter.com/dunkindonuts/status/1228355723832197122/photo/1"", display_url = ""pic.twitter.com/yaCqLm00Kw"")","NULL","list(start = 4, end = 20, username = ""viallnicholas28"", id = ""214144649"")","list(start = 101, end = 117, tag = ""SayItWithDunkin"")","3_1228355722276110346","NULL","1.3","1","141","100","Afternoon","0","10","2","1","1","1","0","0","0","0","2"," 1","2"
"24","1228359467319906305","en","1228359467319906305","Sprinklr","8771022","2020-02-14T16:44:53.000Z","everyone",".@pastrnak96 We’ll try our best to keep you out of the penalty box. Be our Valentine. #SayItWithDunkin https://t.co/48kjkqSkrp","FALSE","NULL",NA,"12","2","66","1","list(start = 103, end = 126, url = ""https://t.co/48kjkqSkrp"", expanded_url = ""https://twitter.com/dunkindonuts/status/1228359467319906305/photo/1"", display_url = ""pic.twitter.com/48kjkqSkrp"")","NULL","list(start = 1, end = 12, username = ""pastrnak96"", id = ""1120499768"")","list(start = 86, end = 102, tag = ""SayItWithDunkin"")","3_1228359465356988419","NULL","4","1","126","85","Afternoon","0","8","0","1","1","1","0","0","0","0","2"," 1","2"
"25","1228363274447675392","en","1228363274447675392","Sprinklr","8771022","2020-02-14T17:00:01.000Z","everyone","We couldn’t be happier that you’re a part of team Dunkin’ @KendallCoyne  Happy Valentine's Day. #SayItWithDunkin’ https://t.co/UMBh4zlfeg","FALSE","NULL",NA,"7","0","45","1","list(start = 114, end = 137, url = ""https://t.co/UMBh4zlfeg"", expanded_url = ""https://twitter.com/dunkindonuts/status/1228363274447675392/photo/1"", display_url = ""pic.twitter.com/UMBh4zlfeg"")","list(start = 50, end = 55, probability = 0.5388, type = ""Organization"", normalized_text = ""Dunkin"")","list(start = 58, end = 71, username = ""KendallCoyne"", id = ""197714872"")","list(start = 96, end = 112, tag = ""SayItWithDunkin"")","3_1228363273222918145","NULL","2.5","1","137","95","Afternoon","0","14","0","1","1","1","0","0","0","0","2"," 1","2"
"26","1228364446923460613","und","1228364446923460613","Sprinklr","8771022","2020-02-14T17:04:40.000Z","everyone","X<U+0001F369>X<U+0001F369> https://t.co/5DvznOnEv7","FALSE","NULL",NA,"17","3","114","1","list(start = 5, end = 28, url = ""https://t.co/5DvznOnEv7"", expanded_url = ""https://twitter.com/dunkindonuts/status/1228364446923460613/video/1"", display_url = ""pic.twitter.com/5DvznOnEv7"")","NULL","NULL","NULL","7_1228364418762911744","NULL","5.5","1","28","4","Afternoon","0","5","0","0","0","0","0","0","1","2","2"," 0","7"
"27","1228368590354702336","en","1228368590354702336","Sprinklr","8771022","2020-02-14T17:21:08.000Z","everyone","Anything for you <U+0001F618> https://t.co/0TcaVIE1cT","FALSE","list(type = ""quoted"", id = ""1228339189290168321"")",NA,"4","2","51","0","list(start = 19, end = 42, url = ""https://t.co/0TcaVIE1cT"", expanded_url = ""https://twitter.com/SenorNopales/status/1228339189290168321"", display_url = ""twitter.com/SenorNopales/s…"")","NULL","NULL","NULL","NULL","NULL","1.2","1","42","18","Afternoon","0","6","0","0","0","0","0","0","0","1","2"," 0","7"
"28","1228370714346041344","en","1228370714346041344","Sprinklr","8771022","2020-02-14T17:29:34.000Z","everyone","There’s no room to be salty today. Happy Valentine's Day @McDonalds <U+2764><U+FE0F>#SayItWithDunkin https://t.co/WswUpdbSim","FALSE","NULL",NA,"16","1","85","0","list(start = 87, end = 110, url = ""https://t.co/WswUpdbSim"", expanded_url = ""https://twitter.com/dunkindonuts/status/1228370714346041344/photo/1"", display_url = ""pic.twitter.com/WswUpdbSim"")","list(start = 41, end = 49, probability = 0.4275, type = ""Person"", normalized_text = ""Valentine"")","list(start = 57, end = 67, username = ""McDonalds"", id = ""71026122"")","list(start = 70, end = 86, tag = ""SayItWithDunkin"")","3_1228370712580296705","NULL","4.8","1","110","70","Afternoon","0","13","0","1","1","1","0","0","0","1","2"," 1","2"
"29","1228374579351080961","en","1228374579351080961","Sprinklr","8771022","2020-02-14T17:44:56.000Z","everyone","These last few months with you have been Beyond. Happy Valentine's Day, @BeyondMeat. #SayItWithDunkin’ https://t.co/njzkRoCuGa","FALSE","NULL",NA,"3","3","46","1","list(start = 103, end = 126, url = ""https://t.co/njzkRoCuGa"", expanded_url = ""https://twitter.com/dunkindonuts/status/1228374579351080961/photo/1"", display_url = ""pic.twitter.com/njzkRoCuGa"")","NULL","list(start = 72, end = 83, username = ""BeyondMeat"", id = ""569714177"")","list(start = 85, end = 101, tag = ""SayItWithDunkin"")","3_1228374577933357062","NULL","1.3","1","126","84","Afternoon","0","14","0","1","1","1","0","0","0","0","2"," 1","2"
"30","1228374580265439233","en","1228374580265439233","Sprinklr","8771022","2020-02-14T17:44:56.000Z","everyone","VDAY wish list:
<U+2728> A dozen Valentine’s Day donuts from Dunkin’ <U+0001F369><U+0001F495> https://t.co/GmbVJ8X7Lx","FALSE","NULL",NA,"13","2","86","4","list(start = 65, end = 88, url = ""https://t.co/GmbVJ8X7Lx"", expanded_url = ""https://twitter.com/dunkindonuts/status/1228374580265439233/photo/1"", display_url = ""pic.twitter.com/GmbVJ8X7Lx"")","list(start = 54, end = 59, probability = 0.7722, type = ""Organization"", normalized_text = ""Dunkin"")","NULL","NULL","3_1228374577929162754","NULL","5.5","1","88","64","Afternoon","0","13","0","0","0","1","0","0","0","3","2"," 1","7"
"31","1228378374273413120","en","1228378374273413120","Sprinklr","8771022","2020-02-14T18:00:01.000Z","everyone","Today we’re wearing our heart on our sleeve, will you be our Valentine @Starbucks? #SayItWithDunkin https://t.co/aplC9rZWCl","FALSE","NULL",NA,"32","9","214","8","list(start = 100, end = 123, url = ""https://t.co/aplC9rZWCl"", expanded_url = ""https://twitter.com/dunkindonuts/status/1228378374273413120/photo/1"", display_url = ""pic.twitter.com/aplC9rZWCl"")","NULL","list(start = 71, end = 81, username = ""Starbucks"", id = ""30973"")","list(start = 83, end = 99, tag = ""SayItWithDunkin"")","3_1228378372918607872","NULL","12.8","2","123","82","Evening","0","11","1","1","1","1","0","0","0","0","2"," 0","6"
"32","1228387801655369728","und","1228387801655369728","Sprinklr","8771022","2020-02-14T18:37:28.000Z","everyone","<U+0001F495><U+0001F495>YES<U+0001F495><U+0001F495> https://t.co/7pEe6CUSBO","FALSE","list(type = ""quoted"", id = ""1228372987503693825"")",NA,"4","1","60","1","list(start = 8, end = 31, url = ""https://t.co/7pEe6CUSBO"", expanded_url = ""https://twitter.com/Ian_n_wells/status/1228372987503693825"", display_url = ""twitter.com/Ian_n_wells/st…"")","NULL","NULL","NULL","NULL","NULL","1.6","1","31","7","Evening","0","9","0","0","0","0","0","0","0","4","2"," 0","7"
"33","1228417283946508288","en","1228417283946508288","Sprinklr","8771022","2020-02-14T20:34:38.000Z","everyone",".@karliekloss You know the code to our heart. Want to be our Valentine? <U+0001F495> #SayItWithDunkin https://t.co/pOXnMz9tzL","FALSE","NULL",NA,"11","4","95","1","list(start = 91, end = 114, url = ""https://t.co/pOXnMz9tzL"", expanded_url = ""https://twitter.com/dunkindonuts/status/1228417283946508288/photo/1"", display_url = ""pic.twitter.com/pOXnMz9tzL"")","NULL","list(start = 1, end = 13, username = ""karliekloss"", id = ""28412286"")","list(start = 74, end = 90, tag = ""SayItWithDunkin"")","3_1228417281706938369","NULL","3.7","1","114","73","Evening","0","11","1","1","1","1","0","0","0","1","2"," 1","2"
"34","1229133349953974275","en","1229133349953974275","Sprinklr","8771022","2020-02-16T20:00:01.000Z","everyone","Afternoon slump…what’s that?! DD Perks members, this week come in after 12 p.m. to earn 3x points on all medium, large or XL drinks - tomorrow, 2/17 through Friday 2/21. Not a DD Perks member? Download the app to learn more: https://t.co/IUVnsUloYJ https://t.co/jOrEaojuC2","FALSE","NULL",NA,"20","4","109","3","list(start = c(225, 249), end = c(248, 272), url = c(""https://t.co/IUVnsUloYJ"", ""https://t.co/jOrEaojuC2""), expanded_url = c(""http://spr.ly/7108"", ""https://twitter.com/dunkindonuts/status/1229133349953974275/photo/1""), display_url = c(""spr.ly/7108"", ""pic.twitter.com/jOrEaojuC2""))","NULL","NULL","NULL","3_1229133348196491270","NULL","7.2","2","272","224","Evening","1","21","3","0","0","1","0","0","0","0","2"," 0","3"
"35","1229390065308229635","en","1229390065308229635","Sprinklr","8771022","2020-02-17T13:00:07.000Z","everyone","Dunkin’ Extra Extra Coffee Creamer. The way coffee creamer is meant to be – and always worth the run. Check out where you can find it here: https://t.co/U7OeKhO0gk https://t.co/WeSL8TEAVS","FALSE","NULL",NA,"20","10","117","1","list(start = c(140, 164), end = c(163, 187), url = c(""https://t.co/U7OeKhO0gk"", ""https://t.co/WeSL8TEAVS""), expanded_url = c(""http://spr.ly/60121cOf8"", ""https://twitter.com/dunkindonuts/status/1229390065308229635/video/1""), display_url = c(""spr.ly/60121cOf8"", ""pic.twitter.com/WeSL8TEAVS""))","list(start = 0, end = 33, probability = 0.8497, type = ""Product"", normalized_text = ""Dunkin’ Extra Extra Coffee Creamer"")","NULL","NULL","7_1229390038489862144","NULL","6.4","1","187","139","Afternoon","0","19","0","0","0","0","0","0","1","0","2"," 1","4"
"36","1230937746136588294","en","1230937746136588294","Sprinklr","8771022","2020-02-21T19:30:03.000Z","everyone","The reviews are in <U+27A1><U+FE0F> “I’m so shocked it’s plant-based because it really does taste like meat!” - Callie from Fort Lauderdale, FL <U+0001F331>#BeyondSausageSandwich https://t.co/Cts8iP7nGN","FALSE","NULL",NA,"20","25","113","6","list(start = 154, end = 177, url = ""https://t.co/Cts8iP7nGN"", expanded_url = ""https://twitter.com/dunkindonuts/status/1230937746136588294/photo/1"", display_url = ""pic.twitter.com/Cts8iP7nGN"")","list(start = c(98, 110), end = c(103, 128), probability = c(0.9848, 0.7726), type = c(""Person"", ""Place""), normalized_text = c(""Callie"", ""Fort Lauderdale, FL""))","NULL","list(start = 131, end = 153, tag = ""BeyondSausageSandwich"")","3_1230937744312012801","NULL","8.4","2","177","131","Evening","0","14","1","1","0","1","0","0","0","2","2"," 1","4"
